,x,y,label,href,title,author
52,-1.3459609,-0.3410269,"['Neo-Expressionism', 'religious painting', '1971']",./artworks/images/Dreams of Exile_Bearden Romare.jpg,Dreams of Exile,Bearden Romare
53,0.548636,0.40278512,"['Outsider art, Social Realism', 'genre painting', '1971']",./artworks/images/The Block (detail)_Bearden Romare.jpg,The Block (detail),Bearden Romare
54,-0.41470754,-0.43178543,"['Cubism, Outsider art', 'cityscape', '1973']",./artworks/images/Berkeley - The City and Its People_Bearden Romare.jpg,Berkeley - The City and Its People,Bearden Romare
55,0.4455975,0.19049026,"['Neo-Expressionism, Social Realism', 'genre painting', '1974']",./artworks/images/Carolina Morning_Bearden Romare.jpg,Carolina Morning,Bearden Romare
56,0.53633046,0.40869093,"['Outsider art, Social Realism', 'genre painting', '1975']",./artworks/images/The Family (Around the Dining Table)_Bearden Romare.jpg,The Family (Around the Dining Table),Bearden Romare
57,0.448187,0.43640992,"['Neo-Expressionism, Outsider art', 'genre painting', '1975']",./artworks/images/At the Clef Club (Piano Player)_Bearden Romare.jpg,At the Clef Club (Piano Player),Bearden Romare
58,-0.41000706,-0.5542506,"['Neo-Expressionism, Outsider art', 'symbolic painting', '1977']",./artworks/images/Roots_Bearden Romare.jpg,Roots,Bearden Romare
59,0.20984875,-0.93598247,"['Cubism, Neo-Expressionism', 'literary painting', '1977']",./artworks/images/Battle with Cicones_Bearden Romare.jpg,Battle with Cicones,Bearden Romare
60,0.20984876,-0.93598247,"['Cubism, Neo-Expressionism', 'literary painting', '1977']",./artworks/images/Home to Ithaca_Bearden Romare.jpg,Home to Ithaca,Bearden Romare
61,0.20984875,-0.9359825,"['Cubism, Neo-Expressionism', 'literary painting', '1977']",./artworks/images/The Return of Odysseus_Bearden Romare.jpg,The Return of Odysseus,Bearden Romare
62,0.20984876,-0.93598247,"['Cubism, Neo-Expressionism', 'literary painting', '1977']",./artworks/images/The Return of Odysseus (Homage to Pintoricchio and Benin)_Bearden Romare.jpg,The Return of Odysseus (Homage to Pintoricchio and Benin),Bearden Romare
63,-0.006934961,0.2184912,"['Outsider art', 'landscape', '1978']","./artworks/images/Profile.Part I, The Twenties. Mecklenburg County, Sunset Limited_Bearden Romare.jpg","Profile.Part I, The Twenties. Mecklenburg County, Sunset Limited",Bearden Romare
64,0.42242706,0.42662418,"['Neo-Expressionism, Outsider art', 'genre painting', '1979']",./artworks/images/Louisiana Serenade_Bearden Romare.jpg,Louisiana Serenade,Bearden Romare
65,0.38478836,0.38053676,"['Outsider art', 'genre painting', '1979']",./artworks/images/The Grey Cat_Bearden Romare.jpg,The Grey Cat,Bearden Romare
66,-0.5174988,0.3416763,"['Neo-Expressionism', 'portrait', '1980']",./artworks/images/Family (mother and child)_Bearden Romare.jpg,Family (mother and child),Bearden Romare
67,0.42280215,0.36030883,"['Outsider art', 'genre painting', '1980']",./artworks/images/Mecklenburg Autumn_Bearden Romare.jpg,Mecklenburg Autumn,Bearden Romare
68,0.46862996,0.3320352,"['Outsider art, Pop Art', 'genre painting', '1980']",./artworks/images/Out Chorus_Bearden Romare.jpg,Out Chorus,Bearden Romare
69,0.42281085,0.36028463,"['Outsider art', 'genre painting', '1980']",./artworks/images/Pepper Jelly Lady_Bearden Romare.jpg,Pepper Jelly Lady,Bearden Romare
70,0.48779055,0.3014521,"['Outsider art, Pop Art', 'genre painting', '1981']","./artworks/images/Bessie, Duke, and Louis_Bearden Romare.jpg","Bessie, Duke, and Louis",Bearden Romare
71,0.4796759,0.27735147,"['Cubism, Outsider art', 'genre painting', '1981']",./artworks/images/Prelude to Farewell_Bearden Romare.jpg,Prelude to Farewell,Bearden Romare
72,-0.09095983,-0.39938882,"['Neo-Expressionism, Outsider art', 'figurative', '1982']",./artworks/images/Jazz Rhapsody_Bearden Romare.jpg,Jazz Rhapsody,Bearden Romare
73,0.43705827,0.43803728,"['Neo-Expressionism, Outsider art', 'genre painting', '1987']",./artworks/images/Calm Sea_Bearden Romare.jpg,Calm Sea,Bearden Romare
74,-0.15314594,-0.3475368,"['Abstract Expressionism', 'figurative', '1987']","./artworks/images/Two, But Not Two_Bearden Romare.jpg","Two, But Not Two",Bearden Romare
75,-0.6885681,-1.6866695,"['Dada', 'abstract', '1914']",./artworks/images/Before my Birth_Arp Jean.jpg,Before my Birth,Arp Jean
76,-0.71569026,-2.0730548,"['Abstract Art', 'abstract', '1914']",./artworks/images/Geometric Forms_Arp Jean.jpg,Geometric Forms,Arp Jean
77,-0.6567846,-1.5851004,"['Surrealism', 'abstract', '1914']","./artworks/images/Relief, Clock_Arp Jean.jpg","Relief, Clock",Arp Jean
78,-0.72579956,-2.099588,"['Abstract Art', 'abstract', '1915']",./artworks/images/Abstract Composition_Arp Jean.jpg,Abstract Composition,Arp Jean
79,-0.6446387,-1.5794498,"['Surrealism', 'abstract', '1916']",./artworks/images/Automatic Drawing_Arp Jean.jpg,Automatic Drawing,Arp Jean
80,-0.68916017,-1.6862053,"['Dada', 'abstract', '1916']",./artworks/images/Geometric Collage_Arp Jean.jpg,Geometric Collage,Arp Jean
81,-0.7166315,-1.6966722,"['Dada', 'abstract', '1917']",./artworks/images/Squares or Rectangles arranged according to Laws of Change_Arp Jean.jpg,Squares or Rectangles arranged according to Laws of Change,Arp Jean
82,-0.67474705,-1.5808783,"['Surrealism', 'abstract', '1917']",./artworks/images/Terrestrial Forest Form_Arp Jean.jpg,Terrestrial Forest Form,Arp Jean
83,-0.716539,-1.696764,"['Dada', 'abstract', '1917']",./artworks/images/Collage with Squares Arranged According to the Laws of Chance_Arp Jean.jpg,Collage with Squares Arranged According to the Laws of Chance,Arp Jean
84,1.5979253,-0.72464895,"['Dada', 'illustration', '1918']","./artworks/images/Illustration for Tristan Tzara's ""Vingt-cinq poèmes""_Arp Jean.jpg","Illustration for Tristan Tzara's ""Vingt-cinq poèmes""",Arp Jean
85,1.5979253,-0.72464895,"['Dada', 'illustration', '1918']","./artworks/images/Illustration for Tristan Tzara's ""Vingt-cinq poèmes""_Arp Jean.jpg","Illustration for Tristan Tzara's ""Vingt-cinq poèmes""",Arp Jean
86,1.6106172,-0.7375901,"['Dada', 'illustration', '1918']","./artworks/images/Illustration for Tristan Tzara's ""Vingt-cinq poèmes""_Arp Jean.jpg","Illustration for Tristan Tzara's ""Vingt-cinq poèmes""",Arp Jean
87,1.5979253,-0.72464895,"['Dada', 'illustration', '1918']","./artworks/images/Illustration for Tristan Tzara's ""Vingt-cinq poèmes""_Arp Jean.jpg","Illustration for Tristan Tzara's ""Vingt-cinq poèmes""",Arp Jean
88,1.5979253,-0.72464895,"['Dada', 'illustration', '1918']","./artworks/images/Illustration for Tristan Tzara's ""Vingt-cinq poèmes""_Arp Jean.jpg","Illustration for Tristan Tzara's ""Vingt-cinq poèmes""",Arp Jean
89,1.5979253,-0.72464895,"['Dada', 'illustration', '1918']","./artworks/images/Illustration for Tristan Tzara's ""Vingt-cinq poèmes""_Arp Jean.jpg","Illustration for Tristan Tzara's ""Vingt-cinq poèmes""",Arp Jean
90,1.5979253,-0.72464895,"['Dada', 'illustration', '1918']","./artworks/images/Illustration for Tristan Tzara's ""Vingt-cinq poèmes""_Arp Jean.jpg","Illustration for Tristan Tzara's ""Vingt-cinq poèmes""",Arp Jean
91,1.5979253,-0.72464895,"['Dada', 'illustration', '1918']","./artworks/images/Illustration for Tristan Tzara's ""Vingt-cinq poèmes""_Arp Jean.jpg","Illustration for Tristan Tzara's ""Vingt-cinq poèmes""",Arp Jean
92,-0.77747947,-1.2803872,"['Surrealism', 'sculpture', '1920']",./artworks/images/Birds in Aquarium_Arp Jean.jpg,Birds in Aquarium,Arp Jean
93,-0.6674308,-1.5332633,"['Surrealism', 'abstract', '1920']",./artworks/images/Leafage and Drops_Arp Jean.jpg,Leafage and Drops,Arp Jean
94,-0.49003994,-0.2736305,"['Dada', None, '1922']",./artworks/images/Shirt Front and Fork_Arp Jean.jpg,Shirt Front and Fork,Arp Jean
95,-0.6117133,-1.4872025,"['Surrealism', 'figurative', '1925']",./artworks/images/Dance_Arp Jean.jpg,Dance,Arp Jean
96,-0.6315073,-1.5177113,"['Surrealism', 'abstract', '1925']",./artworks/images/Moustaches_Arp Jean.jpg,Moustaches,Arp Jean
97,-0.89155877,-0.7726894,"[None, 'figurative', '1926']",./artworks/images/Head with mustache_Arp Jean.jpg,Head with mustache,Arp Jean
98,-0.64081985,-1.5609444,"['Surrealism', 'abstract', '1926']",./artworks/images/Tete Paysage_Arp Jean.jpg,Tete Paysage,Arp Jean
99,-0.6679574,-1.5543936,"['Surrealism', 'abstract', '1927']",./artworks/images/Configuration_Arp Jean.jpg,Configuration,Arp Jean
100,-0.66943586,-1.5614403,"['Surrealism', 'abstract', '1930']",./artworks/images/Constellation According to the Laws of Chance_Arp Jean.jpg,Constellation According to the Laws of Chance,Arp Jean
101,-1.0552412,-0.4245315,"[None, 'sculpture', '1931']",./artworks/images/TORSE_Arp Jean.jpg,TORSE,Arp Jean
102,-0.65250236,-1.5463603,"['Surrealism', 'abstract', '1932']",./artworks/images/Constellation with 5 White Forms & 2 Black_Arp Jean.jpg,Constellation with 5 White Forms & 2 Black,Arp Jean
103,-0.1334984,-0.46784803,"['Dada', 'figurative', '1932']",./artworks/images/Mustache Hat_Arp Jean.jpg,Mustache Hat,Arp Jean
104,-0.79319876,-1.263925,"['Surrealism', 'sculpture', '1933']",./artworks/images/Human Concretion_Arp Jean.jpg,Human Concretion,Arp Jean
105,-0.6934495,-1.7071812,"['Dada', 'abstract', '1933']",./artworks/images/According to the Laws of Chance_Arp Jean.jpg,According to the Laws of Chance,Arp Jean
106,-0.7947835,-1.2712609,"['Surrealism', 'sculpture', '1935']",./artworks/images/Human Concretion_Arp Jean.jpg,Human Concretion,Arp Jean
107,-0.7945185,-1.270784,"['Surrealism', 'sculpture', '1937']",./artworks/images/The Dream_Arp Jean.jpg,The Dream,Arp Jean
108,-0.67736256,-1.5350108,"['Surrealism', 'abstract', '1938']",./artworks/images/Constellations_Arp Jean.jpg,Constellations,Arp Jean
109,-0.7855286,-1.2830364,"['Surrealism', 'sculpture', '1938']",./artworks/images/Growth_Arp Jean.jpg,Growth,Arp Jean
110,-0.78061837,-1.263019,"['Surrealism', 'sculpture', '1950']","./artworks/images/Evocation of a form: human, lunar, spectral_Arp Jean.jpg","Evocation of a form: human, lunar, spectral",Arp Jean
111,-0.6353073,-1.5453994,"['Surrealism', 'abstract', '1953']",./artworks/images/Untitled_Arp Jean.jpg,Untitled,Arp Jean
112,-0.664854,-1.7024336,"['Dada', 'abstract', '1954']",./artworks/images/Torn-Up Woodcut_Arp Jean.jpg,Torn-Up Woodcut,Arp Jean
113,-0.64172083,-1.7071599,"['Automatic Painting', 'abstract', '1954']",./artworks/images/Danger of Death (T05007)_Arp Jean.jpg,Danger of Death (T05007),Arp Jean
114,-0.7100049,-2.0913353,"['Abstract Art', 'abstract', '1956']","./artworks/images/Abstract Composition, Knossos_Arp Jean.jpg","Abstract Composition, Knossos",Arp Jean
115,-0.626014,-1.5607953,"['Surrealism', 'abstract', '1961']",./artworks/images/Idole_Arp Jean.jpg,Idole,Arp Jean
116,-0.7783738,-1.2647047,"['Surrealism', 'sculpture', '1962']",./artworks/images/Rising Up (S'elevant)_Arp Jean.jpg,Rising Up (S'elevant),Arp Jean
117,-0.7102533,-1.5609082,"['Surrealism', 'abstract', '1966']",./artworks/images/The Sun Recircled_Arp Jean.jpg,The Sun Recircled,Arp Jean
118,-0.71025175,-1.5609022,"['Surrealism', 'abstract', '1966']",./artworks/images/The Sun Recircled_Arp Jean.jpg,The Sun Recircled,Arp Jean
119,-0.50434357,-1.179666,"['Minimalism', 'installation', '2002']",./artworks/images/Electric Colour Picture_Batchelor David.jpg,Electric Colour Picture,Batchelor David
120,-0.9876529,-1.5338612,"['Minimalism', 'abstract', '2002']",./artworks/images/Niche Drawing_Batchelor David.jpg,Niche Drawing,Batchelor David
121,-0.50509495,-1.1808237,"['Minimalism', 'installation', '2003']",./artworks/images/Brick Lane Remix I_Batchelor David.jpg,Brick Lane Remix I,Batchelor David
122,-1.0147508,-1.5403681,"['Minimalism', 'abstract', '2004']",./artworks/images/Hackney Road Drawing_Batchelor David.jpg,Hackney Road Drawing,Batchelor David
123,-0.45528728,-1.084891,"['Minimalism, Light and Space', 'installation', '2005']",./artworks/images/Against Nature (detail)_Batchelor David.jpg,Against Nature (detail),Batchelor David
124,-0.46571174,-1.0953048,"['Minimalism, Light and Space', 'installation', '2006']",./artworks/images/Idiot Stick 22_Batchelor David.jpg,Idiot Stick 22,Batchelor David
125,-0.49738377,-1.1495503,"['Minimalism', 'installation', '2006']",./artworks/images/Parapillar 7 (Multicolour)_Batchelor David.jpg,Parapillar 7 (Multicolour),Batchelor David
126,-0.9776625,-1.4918526,"['Minimalism', 'abstract', '2006']",./artworks/images/Untitled Drawing_Batchelor David.jpg,Untitled Drawing,Batchelor David
127,-0.49738574,-1.149552,"['Minimalism', 'installation', '2006']",./artworks/images/Walldella IV_Batchelor David.jpg,Walldella IV,Batchelor David
128,-0.51741725,-1.1755085,"['Minimalism', 'installation', '2007']","./artworks/images/I Love King's Cross and King's Cross Loves Me, 8_Batchelor David.jpg","I Love King's Cross and King's Cross Loves Me, 8",Batchelor David
129,-0.46076745,-1.0873337,"['Minimalism, Light and Space', 'installation', '2012']",./artworks/images/Slugfest_Batchelor David.jpg,Slugfest,Batchelor David
130,-0.8766642,-0.44196942,"[None, None, '1929']",./artworks/images/Gouache_Bacon Francis.jpg,Gouache,Bacon Francis
131,-0.8768147,-0.44211507,"[None, None, '1929']",./artworks/images/Rug_Bacon Francis.jpg,Rug,Bacon Francis
132,-0.8766845,-0.44201583,"[None, None, '1929']",./artworks/images/Rug_Bacon Francis.jpg,Rug,Bacon Francis
133,-0.87670153,-0.44208607,"[None, None, '1929']",./artworks/images/Rug_Bacon Francis.jpg,Rug,Bacon Francis
134,-0.87688625,-0.44208342,"[None, None, '1929']",./artworks/images/Painted Screen_Bacon Francis.jpg,Painted Screen,Bacon Francis
135,-0.8255774,-0.38897327,"[None, None, '1930']",./artworks/images/Portrait_Bacon Francis.jpg,Portrait,Bacon Francis
136,-0.825591,-0.38897163,"[None, None, '1930']",./artworks/images/Painting_Bacon Francis.jpg,Painting,Bacon Francis
137,0.008246164,-0.2680409,"['Expressionism', 'figurative', '1933']",./artworks/images/Composition (Figure)_Bacon Francis.jpg,Composition (Figure),Bacon Francis
138,-0.97707564,-0.45227626,"[None, None, '1933']",./artworks/images/After Picasso 'LA DANSE'_Bacon Francis.jpg,After Picasso 'LA DANSE',Bacon Francis
139,-0.97699267,-0.4523584,"[None, None, '1933']",./artworks/images/Crucifixion_Bacon Francis.jpg,Crucifixion,Bacon Francis
140,-0.9769962,-0.45239583,"[None, None, '1933']",./artworks/images/The Crucifixion_Bacon Francis.jpg,The Crucifixion,Bacon Francis
141,0.03088661,-0.2649511,"['Expressionism', 'figurative', '1936']",./artworks/images/Figures in a garden_Bacon Francis.jpg,Figures in a garden,Bacon Francis
142,-0.040687352,-0.27203667,"['Expressionism', 'figurative', '1943']",./artworks/images/Figure_Bacon Francis.jpg,Figure,Bacon Francis
143,-0.7165963,-0.11419026,"['Expressionism', 'figurative, mythological painting', '1944']",./artworks/images/Fury_Bacon Francis.jpg,Fury,Bacon Francis
144,-0.7443388,-0.13143887,"[None, None, '1944']",./artworks/images/Three Studies for Figures at the Base of a Crucifixion (2nd version)_Bacon Francis.jpg,Three Studies for Figures at the Base of a Crucifixion (2nd version),Bacon Francis
145,-0.7441025,-0.13127486,"[None, None, '1944']",./artworks/images/Three Studies for Figures at the Base of a Crucifixion_Bacon Francis.jpg,Three Studies for Figures at the Base of a Crucifixion,Bacon Francis
146,-0.17019758,0.32462177,"['Expressionism', 'figurative, landscape', '1945']",./artworks/images/Figure in a Landscaspe_Bacon Francis.jpg,Figure in a Landscaspe,Bacon Francis
147,-0.03999981,-0.2527963,"['Expressionism', 'figurative', '1946']",./artworks/images/Figure Study II_Bacon Francis.jpg,Figure Study II,Bacon Francis
148,-0.7885849,-0.43913466,"[None, None, '1946']",./artworks/images/Painting_Bacon Francis.jpg,Painting,Bacon Francis
149,-0.788601,-0.43913737,"[None, None, '1946']",./artworks/images/Study Figure I_Bacon Francis.jpg,Study Figure I,Bacon Francis
150,-0.7789609,-0.36784592,"[None, None, '1948']",./artworks/images/Head I_Bacon Francis.jpg,Head I,Bacon Francis
151,-0.07282412,-0.20905162,"['Expressionism', 'figurative', '1949']",./artworks/images/Head III_Bacon Francis.jpg,Head III,Bacon Francis
152,-0.12580803,-0.14116618,"['Expressionism', 'nude painting (nu), sketch and study', '1949']",./artworks/images/Study from the human body_Bacon Francis.jpg,Study from the human body,Bacon Francis
153,-0.072803676,-0.20906588,"['Expressionism', 'figurative', '1949']",./artworks/images/Man at Curtain_Bacon Francis.jpg,Man at Curtain,Bacon Francis
154,-0.07283625,-0.20906298,"['Expressionism', 'figurative', '1949']",./artworks/images/Head IV_Bacon Francis.jpg,Head IV,Bacon Francis
155,-0.07271767,-0.20889336,"['Expressionism', 'figurative', '1949']",./artworks/images/Head II_Bacon Francis.jpg,Head II,Bacon Francis
156,-0.73755187,-0.39538732,"[None, None, '1949']",./artworks/images/Study for Portrait_Bacon Francis.jpg,Study for Portrait,Bacon Francis
157,-0.7375115,-0.3953016,"[None, None, '1949']",./artworks/images/Head VI_Bacon Francis.jpg,Head VI,Bacon Francis
158,-0.8247159,-0.52131444,"[None, None, '1950']",./artworks/images/Study after Velazquez_Bacon Francis.jpg,Study after Velazquez,Bacon Francis
159,-0.82474464,-0.521406,"[None, None, '1950']",./artworks/images/Study after Velazquez_Bacon Francis.jpg,Study after Velazquez,Bacon Francis
160,-0.8247179,-0.52139884,"[None, None, '1950']",./artworks/images/Painting (Head of Man)_Bacon Francis.jpg,Painting (Head of Man),Bacon Francis
161,-0.82469404,-0.5213501,"[None, None, '1950']",./artworks/images/Fragment of a Crucifixion_Bacon Francis.jpg,Fragment of a Crucifixion,Bacon Francis
162,-0.82471704,-0.5214576,"[None, None, '1950']",./artworks/images/Painting_Bacon Francis.jpg,Painting,Bacon Francis
163,-0.261116,0.24905424,"['Expressionism', 'portrait', '1951']",./artworks/images/Head_Bacon Francis.jpg,Head,Bacon Francis
164,-0.1399238,-0.12093022,"['Expressionism', 'nude painting (nu), sketch and study', '1951']",./artworks/images/Study for a nude_Bacon Francis.jpg,Study for a nude,Bacon Francis
165,-0.7319199,-0.3076753,"[None, None, '1951']",./artworks/images/Crouching Nude_Bacon Francis.jpg,Crouching Nude,Bacon Francis
166,-0.73192143,-0.30777305,"[None, None, '1951']",./artworks/images/Figure_Bacon Francis.jpg,Figure,Bacon Francis
167,-0.73193055,-0.30774978,"[None, None, '1951']",./artworks/images/Pope III_Bacon Francis.jpg,Pope III,Bacon Francis
168,-0.73192984,-0.30761644,"[None, None, '1951']",./artworks/images/Pope II_Bacon Francis.jpg,Pope II,Bacon Francis
169,-0.73194826,-0.30762726,"[None, None, '1951']",./artworks/images/Portrait of Lucian Freud_Bacon Francis.jpg,Portrait of Lucian Freud,Bacon Francis
170,-0.016191885,-0.21061182,"['Expressionism', 'figurative', '1952']",./artworks/images/Study for Crouching Nude_Bacon Francis.jpg,Study for Crouching Nude,Bacon Francis
171,-0.1025564,0.06394968,"['Expressionism', 'landscape', '1952']",./artworks/images/Study of a Figure in a Landscape_Bacon Francis.jpg,Study of a Figure in a Landscape,Bacon Francis
