
=======================
WikiArt Data Set Images
=======================

This data set was created from paintings extracted from WikiArt.org.

Please refer to https://github.com/lucasdavid/wikiart for more information
or to report a bug.

contentId,url,style,genre,artistContentId,artistUrl
362712,"the-schooner-jane-of-bath-maine-1857","Romanticism","marina",362594,"william-bradford"
362674,"new-bedford-harbor-at-sunset-1858","Romanticism","marina",362594,"william-bradford"
362704,"stowing-sails-off-fairhaven-1858","Romanticism","marina",362594,"william-bradford"
362708,"sunrise-on-the-bay-of-fundy-1858","Romanticism","marina",362594,"william-bradford"
362692,"schooner-in-fairhaven-harbor-sunrise-1859","Romanticism","marina",362594,"william-bradford"
362701,"ships-in-boston-harbor-at-twilight-1859","Romanticism","marina",362594,"william-bradford"
362620,"coastal-scene-1860","Romanticism","marina",362594,"william-bradford"
362637,"fishing-boats-on-the-bay-of-fundy-1860","Romanticism","marina",362594,"william-bradford"
362644,"fresh-breeze-of-sandy-hook-1860","Romanticism","marina",362594,"william-bradford"
362659,"the-kennebec-river-waiting-for-wind-and-tide-1860","Romanticism","marina",362594,"william-bradford"
362700,"shipping-in-rough-waters-1860","Romanticism","marina",362594,"william-bradford"
362707,"sunrise-off-grand-manan-1860","Romanticism","marina",362594,"william-bradford"
362710,"sunset-calm-in-the-bay-of-fundy-1860","Romanticism","marina",362594,"william-bradford"
362596,"after-the-storm-1861","Romanticism","marina",362594,"william-bradford"
362638,"fishing-boats-on-the-bay-of-fundy-1861","Romanticism","marina",362594,"william-bradford"
362702,"shipwreck-off-nantucket-also-known-as-wreck-off-nantucket-after-a-storm-1861","Romanticism","marina",362594,"william-bradford"
362609,"breezy-day-off-a-headland-1862","Romanticism","marina",362594,"william-bradford"
362628,"east-river-off-lower-manhattan-1862","Romanticism","marina",362594,"william-bradford"
362667,"making-harbor-1862","Romanticism","marina",362594,"william-bradford"
362676,"off-the-coast-of-labrador-1862","Romanticism","marina",362594,"william-bradford"
362610,"brigantine-off-the-lee-shore-1863","Romanticism","marina",362594,"william-bradford"
362630,"fishermen-in-an-approaching-storm-1863","Romanticism","marina",362594,"william-bradford"
362631,"fishermen-off-the-coast-of-labrador-1863","Romanticism","marina",362594,"william-bradford"
362687,"rough-seas-1863","Romanticism","marina",362594,"william-bradford"
362624,"the-coast-of-labrador-1864","Romanticism","marina",362594,"william-bradford"
362650,"icebergs-1865","Romanticism","marina",362594,"william-bradford"
362616,"coast-of-labrador-1866","Romanticism","marina",362594,"william-bradford"
362625,"the-coast-of-labrador-1866","Romanticism","marina",362594,"william-bradford"
362693,"sealers-crushed-by-icebergs-1866","Romanticism","marina",362594,"william-bradford"
362713,"the-sun-sets-perce-rock-gaspe-quebec-1867","Romanticism","marina",362594,"william-bradford"
362621,"coastal-scene-at-sunset-1869","Romanticism","marina",362594,"william-bradford"
362648,"ice-floes-under-the-midnight-sun-1869","Romanticism","marina",362594,"william-bradford"
362649,"iceberg-1869","Romanticism","marina",362594,"william-bradford"
362690,"the-panther-icebound-1869","Romanticism","marina",362594,"william-bradford"
362715,"hunting-by-steam-in-melville-bay-1869","Romanticism","photo",362594,"william-bradford"
362617,"coast-of-labrador-1870","Romanticism","landscape",362594,"william-bradford"
362666,"low-tide-labrador-1870","Romanticism","landscape",362594,"william-bradford"
362618,"coast-of-labrador-1871","Romanticism","landscape",362594,"william-bradford"
362656,"the-ice-blockade-on-the-labrador-coast-1871",,,362594,"william-bradford"
362689,"the-panther-in-melville-bay-1873",,,362594,"william-bradford"
362635,"fishing-boats-1874",,,362594,"william-bradford"
362668,"men-fishing-in-a-cove-labrador-1874",,,362594,"william-bradford"
362673,"near-cape-st-johns-coast-of-labrador-1874",,,362594,"william-bradford"
362688,"the-panther-among-the-icebergs-in-melville-bay-1874",,,362594,"william-bradford"
362699,"ship-and-icebergs-1874",,,362594,"william-bradford"
362607,"a-calm-afternoon-the-coast-of-labrador-1875","Romanticism","marina",362594,"william-bradford"
362643,"freeing-a-square-rigger-1875",,,362594,"william-bradford"
362623,"the-bark-panther-under-the-midnight-sun-1876",,,362594,"william-bradford"
362633,"fishermen-s-homes-near-cape-st-johns-coast-of-labrador-1876",,,362594,"william-bradford"
362604,"arctic-sunset-with-rainbow-1877","Romanticism","marina",362594,"william-bradford"
362665,"looking-out-of-battle-harbor-1877",,,362594,"william-bradford"
362695,"seascape-with-icebergs-1877",,,362594,"william-bradford"
362716,"looking-out-of-battle-harbor-1877-1",,,362594,"william-bradford"
362597,"among-the-ice-floes-1878","Romanticism","marina",362594,"william-bradford"
362602,"arctic-scene-1878","Romanticism","marina",362594,"william-bradford"
362655,"in-the-arctic-1878",,,362594,"william-bradford"
362657,"the-ice-floes-1878",,,362594,"william-bradford"
362671,"mount-lyell-above-yosemite-1878",,,362594,"william-bradford"
362640,"fishing-fleet-off-labrador-1879",,,362594,"william-bradford"
362642,"floe-ice-1879",,,362594,"william-bradford"
362646,"ice-dwellers-watching-the-invaders-1879",,,362594,"william-bradford"
362647,"ice-dwellers-watching-the-invaders-1879-1",,,362594,"william-bradford"
362669,"midnight-sun-1879",,,362594,"william-bradford"
362698,"seiners-off-the-coast-of-labrador-1879",,,362594,"william-bradford"
362670,"morning-on-the-artic-ice-fields-1880","Romanticism","marina",362594,"william-bradford"
362717,"whaler-and-fishing-vessels-near-the-coast-of-labrador-1880","Romanticism","marina",362594,"william-bradford"
362598,"an-arctic-scene-1881","Romanticism","marina",362594,"william-bradford"
362632,"fishermen-off-the-coast-of-labrador-1881",,,362594,"william-bradford"
362601,"arctic-invaders-1882","Romanticism","landscape",362594,"william-bradford"
362611,"caught-in-the-ice-1882","Romanticism","marina",362594,"william-bradford"
362612,"caught-in-the-ice-1882-1","Romanticism","marina",362594,"william-bradford"
362652,"icebergs-in-the-arctic-1882",,,362594,"william-bradford"
362662,"labrador-mountain-and-icebergs-by-light-of-the-midnight-sun-1882",,,362594,"william-bradford"
362664,"locked-in-ice-1882","Romanticism","marina",362594,"william-bradford"
362651,"icebergs-1883",,,362594,"william-bradford"
362641,"fishing-fleet-off-labrador-1884",,,362594,"william-bradford"
362639,"fishing-boats-on-the-coast-of-labrador-1885",,,362594,"william-bradford"
362703,"sloops-and-schooners-at-evening-calm-1889","Romanticism","marina",362594,"william-bradford"
362672,"muir-glacier-1890","Romanticism","landscape",362594,"william-bradford"
362599,"arctic-caravan","Romanticism","marina",362594,"william-bradford"
362600,"arctic-harbor","Romanticism","marina",362594,"william-bradford"
362603,"arctic-scene","Romanticism","marina",362594,"william-bradford"
362605,"arctic-whaler-homeward-bound-among-the-icebergs","Romanticism","marina",362594,"william-bradford"
362606,"the-archway","Romanticism","marina",362594,"william-bradford"
362615,"cloud-and-sunset-study","Romanticism","landscape",362594,"william-bradford"
362619,"coast-of-newfoundland","Romanticism","marina",362594,"william-bradford"
362622,"crushed-in-the-ice",,,362594,"william-bradford"
362626,"the-coast-of-labrador",,,362594,"william-bradford"
362627,"early-winter-in-the-sierra-nevada",,,362594,"william-bradford"
362629,"entering-harbor-coast-of-labrador",,,362594,"william-bradford"
362634,"fishing-boat-in-the-bay-of-fundy",,,362594,"william-bradford"
362636,"fishing-boats-and-icebergs",,,362594,"william-bradford"
362653,"icebergs",,,362594,"william-bradford"
362654,"icebound-ship",,,362594,"william-bradford"
362658,"the-ice-gate-of-cape-st-michael",,,362594,"william-bradford"
362660,"labrador-fishing-boats-near-cape-charles",,,362594,"william-bradford"
362661,"labrador-fishing-settlement",,,362594,"william-bradford"
362663,"locked-in-baffin-bay",,,362594,"william-bradford"
362675,"new-york-yacht-club-regatta-off-new-bedford-1856","Romanticism","marina",362594,"william-bradford"
362678,"the-labrador-coast","Romanticism","landscape",362594,"william-bradford"
362680,"perce-rock-belle-isle-straits","Romanticism","landscape",362594,"william-bradford"
362681,"pulling-in-the-nets","Romanticism","marina",362594,"william-bradford"
362682,"rainbow-over-the-arctic","Romanticism","marina",362594,"william-bradford"
362683,"red-bay-labrador","Romanticism","marina",362594,"william-bradford"
362684,"return-of-the-whales","Romanticism","marina",362594,"william-bradford"
362686,"rocky-shore","Romanticism","landscape",362594,"william-bradford"
362694,"sealers-crushed-by-icebergs","Romanticism","marina",362594,"william-bradford"
362696,"seascape-cliffs-at-sunset","Romanticism","marina",362594,"william-bradford"
362697,"seascape","Romanticism","marina",362594,"william-bradford"
362705,"straits-of-belle-isle","Romanticism","marina",362594,"william-bradford"
362706,"sunrise-cove","Romanticism","marina",362594,"william-bradford"
362709,"sunset-at-the-strait-of-belle-isle","Romanticism","marina",362594,"william-bradford"
362711,"sunset-of-the-labrador-coast","Romanticism","marina",362594,"william-bradford"
362714,"arctic-seascape","Romanticism","marina",362594,"william-bradford"
388728,"untitled-4","Academicism","portrait",388721,"mohammad-hadi-tajvidi"
388727,"untitled-3","Academicism","genre painting",388721,"mohammad-hadi-tajvidi"
388726,"untitled-2","Academicism","portrait",388721,"mohammad-hadi-tajvidi"
388725,"untitled-1","Academicism","portrait",388721,"mohammad-hadi-tajvidi"
388729,"untitled-5","Academicism","portrait",388721,"mohammad-hadi-tajvidi"
388724,"untitled","Academicism","mythological painting",388721,"mohammad-hadi-tajvidi"
9223372032559809205,"from-family-photos-2005","Neo-Figurative Art","portrait",388730,"samira-eskandarfar"
9223372032559809207,"from-other-faces-2006","Neo-Expressionism","portrait",388730,"samira-eskandarfar"
9223372032559809210,"from-write-on-me-2007","Feminist Art","portrait",388730,"samira-eskandarfar"
9223372032559809203,"from-dispersion-2007","Contemporary Realism","portrait",388730,"samira-eskandarfar"
9223372032559809209,"from-underground-2008","Feminist Art","portrait",388730,"samira-eskandarfar"
9223372032559809204,"will-eat-you-to-make-you-mine-2009","Surrealism","symbolic painting",388730,"samira-eskandarfar"
9223372032559809208,"from-i-hate-mickey-mouse-2009","Neo-Pop Art",,388730,"samira-eskandarfar"
9223372032559809202,"from-mickey-mask-2011","Neo-Pop Art","portrait",388730,"samira-eskandarfar"
9223372032559809201,"from-compote-of-moments-2011",,,388730,"samira-eskandarfar"
9223372032559809206,"from-i-am-not-me-2013","Neo-Pop Art","symbolic painting",388730,"samira-eskandarfar"
337208,"no-great-crime-1983","Street art","graffiti",335710,"3d"
337204,"3d-1984","Street art","graffiti",335710,"3d"
337213,"wild-bunch-1984","Street art","graffiti",335710,"3d"
337210,"serious-art-1986","Street art","graffiti",335710,"3d"
337209,"robert-de-niro-taxi-driver-1988","Street art","graffiti",335710,"3d"
337212,"vivisection-1988","Street art","symbolic painting",335710,"3d"
337205,"agent-blue-1991","Street art","symbolic painting",335710,"3d"
337207,"naked-lunch-1994","Street art","symbolic painting",335710,"3d"
337206,"in-baghdad","Street art","symbolic painting",335710,"3d"
337211,"untitled-headz","Street art","symbolic painting",335710,"3d"
316170,"carrying-the-cross-1921","Expressionism","religious painting",316166,"vilmos-aba-novak"
316176,"eta-is-bathing-1924","Expressionism","nude painting (nu)",316166,"vilmos-aba-novak"
316180,"landscape-1924","Expressionism","landscape",316166,"vilmos-aba-novak"
316172,"combing-woman-combing-the-artist-s-wife-1925","Expressionism","nude painting (nu)",316166,"vilmos-aba-novak"
316174,"double-portrait-the-artist-and-his-wife-1925","Expressionism","self-portrait",316166,"vilmos-aba-novak"
316175,"drinkers-wine-drinkers-1925","Expressionism","genre painting",316166,"vilmos-aba-novak"
316186,"the-light-1926","Expressionism","cloudscape",316166,"vilmos-aba-novak"
316173,"daylabourers-with-wheelbarrows-1927","Expressionism","genre painting",316166,"vilmos-aba-novak"
316179,"kitchen-in-the-kitchen-room-interior-1927","Expressionism","genre painting",316166,"vilmos-aba-novak"
316185,"sand-mine-igal-1927","Expressionism","landscape",316166,"vilmos-aba-novak"
316188,"well-sweep-watering-at-the-well-sweep-1927","Expressionism","genre painting",316166,"vilmos-aba-novak"
316183,"pub-1930","Expressionism","genre painting",316166,"vilmos-aba-novak"
316184,"red-s-band-1930","Expressionism","genre painting",316166,"vilmos-aba-novak"
316168,"baptism-of-christ-1931","Expressionism","religious painting",316166,"vilmos-aba-novak"
316169,"carousel-1931","Expressionism","genre painting",316166,"vilmos-aba-novak"
316171,"circus-1935","Expressionism","genre painting",316166,"vilmos-aba-novak"
316177,"farmyard-1936","Expressionism","landscape",316166,"vilmos-aba-novak"
316178,"homebound-1937","Expressionism","genre painting",316166,"vilmos-aba-novak"
316187,"the-mask-maker-1941","Expressionism","genre painting",316166,"vilmos-aba-novak"
316181,"market-of-ceramics","Expressionism","genre painting",316166,"vilmos-aba-novak"
316182,"musicians","Expressionism","genre painting",316166,"vilmos-aba-novak"
314221,"reclining-nude-1590","Safavid Period","miniature",314212,"reza-abbasi"
314222,"reclining-woman-1595","Safavid Period","miniature",314212,"reza-abbasi"
314216,"girl-1600","Safavid Period","miniature",314212,"reza-abbasi"
314223,"saki-1609","Safavid Period","miniature",314212,"reza-abbasi"
314218,"prince-muhammad-beik-of-georgia-1620","Safavid Period","miniature",314212,"reza-abbasi"
314229,"youth-reading-1626","Safavid Period","miniature",314212,"reza-abbasi"
314217,"hunters-at-a-stream-1627","Safavid Period","miniature",314212,"reza-abbasi"
314224,"two-lovers-1630","Safavid Period","miniature",314212,"reza-abbasi"
314226,"young-portuguese-1634","Safavid Period","miniature",314212,"reza-abbasi"
314213,"a-lady-with-a-fan-detail","Safavid Period","miniature",314212,"reza-abbasi"
314214,"a-lady-with-a-fan","Safavid Period","miniature",314212,"reza-abbasi"
314215,"cup-bearer","Safavid Period","miniature",314212,"reza-abbasi"
314219,"princely-youth-and-dervish-attributed","Safavid Period","miniature",314212,"reza-abbasi"
314220,"qubad-discusses-death-before-fighting-barman","Safavid Period","miniature",314212,"reza-abbasi"
314225,"young-man-with-a-bottle-and-a-wine-cup","Safavid Period","miniature",314212,"reza-abbasi"
314227,"young-woman-in-a-white-wrap","Safavid Period","miniature",314212,"reza-abbasi"
314228,"youth-kneeling-and-holding-out-a-wine-cup","Safavid Period","miniature",314212,"reza-abbasi"
319607,"la-reine-dans-hamlet-1895","Romanticism","literary painting",319596,"edwin-austin-abbey"
319613,"richard-duke-of-gloucester-and-the-lady-anne-1896","Romanticism","literary painting",319596,"edwin-austin-abbey"
319615,"the-play-scene-in-hamlet-1897","Romanticism","literary painting",319596,"edwin-austin-abbey"
319603,"king-lear-cordelia-s-farewell-1898","Romanticism","literary painting",319596,"edwin-austin-abbey"
319612,"quest-for-the-holy-grail-1898","Romanticism","illustration",319596,"edwin-austin-abbey"
319611,"pot-pourri-1899","Romanticism","genre painting",319596,"edwin-austin-abbey"
319614,"the-lady-anne-1899","Romanticism","literary painting",319596,"edwin-austin-abbey"
319602,"fair-is-my-love-1900","Romanticism","genre painting",319596,"edwin-austin-abbey"
319605,"la-p-nitence-d-el-anor-duchesse-de-glouster-1900","Romanticism","literary painting",319596,"edwin-austin-abbey"
319618,"who-is-sylvia-1900","Romanticism","literary painting",319596,"edwin-austin-abbey"
319599,"anne-hutchinson-on-trial-1901","Romanticism","history painting",319596,"edwin-austin-abbey"
319600,"dans-la-crainte","Romanticism","illustration",319596,"edwin-austin-abbey"
319601,"woman-on-a-bench","Romanticism","genre painting",319596,"edwin-austin-abbey"
319604,"la-joueuse-de-luth","Romanticism","genre painting",319596,"edwin-austin-abbey"
319606,"la-qu-te-et-accomplissement-du-saint-graal","Romanticism","literary painting",319596,"edwin-austin-abbey"
319608,"le-ch-teau-des-servantes","Romanticism","illustration",319596,"edwin-austin-abbey"
319609,"l-id-al-victorien","Romanticism","portrait",319596,"edwin-austin-abbey"
319610,"o-mistress-mine-where-are-you-roaming","Romanticism","literary painting",319596,"edwin-austin-abbey"
319616,"une-pavane","Romanticism","literary painting",319596,"edwin-austin-abbey"
319617,"unknown-title","Romanticism","portrait",319596,"edwin-austin-abbey"
303780,"portrait-1970","Realism","portrait",303748,"basuki-abdullah"
303751,"abstract","Abstract Expressionism","abstract",303748,"basuki-abdullah"
303752,"abstract-1","Abstract Expressionism","abstract",303748,"basuki-abdullah"
303753,"an-indonesian-beauty","Realism","portrait",303748,"basuki-abdullah"
303754,"balinese-ceremony","Expressionism","genre painting",303748,"basuki-abdullah"
303755,"bidadari-mandi","Realism","figurative",303748,"basuki-abdullah"
303756,"blooming-flamboyant","Impressionism","landscape",303748,"basuki-abdullah"
303757,"bocah","Realism","portrait",303748,"basuki-abdullah"
303758,"cantik","Realism","portrait",303748,"basuki-abdullah"
303759,"coastal-scene-in-sumatra","Realism","marina",303748,"basuki-abdullah"
303760,"flamboyant-in-the-village","Impressionism, Realism","landscape",303748,"basuki-abdullah"
303761,"flower","Impressionism","still life",303748,"basuki-abdullah"
303762,"gadis-manis","Impressionism, Realism","portrait",303748,"basuki-abdullah"
303763,"horses","Realism","animal painting",303748,"basuki-abdullah"
303764,"horses-1","Realism","animal painting",303748,"basuki-abdullah"
303765,"in-the-rice-field","Realism","genre painting",303748,"basuki-abdullah"
303766,"javanese-girl","Realism","portrait",303748,"basuki-abdullah"
303767,"kampung-scene","Realism","genre painting",303748,"basuki-abdullah"
303768,"lake-view","Realism","marina",303748,"basuki-abdullah"
303769,"moon-light-sonata","Neo-Romanticism","marina",303748,"basuki-abdullah"
303770,"morning-sun","Impressionism","landscape",303748,"basuki-abdullah"
303771,"mountain","Realism","landscape",303748,"basuki-abdullah"
303772,"mr-adam-malik-and-wife","Realism","portrait",303748,"basuki-abdullah"
303773,"nude","Realism","nude painting (nu)",303748,"basuki-abdullah"
303774,"nude-1","Realism","nude painting (nu)",303748,"basuki-abdullah"
303775,"nudity","Realism","nude painting (nu)",303748,"basuki-abdullah"
303776,"nudity-1","Realism","nude painting (nu)",303748,"basuki-abdullah"
303777,"nudtiy","Realism","nude painting (nu)",303748,"basuki-abdullah"
303778,"planning-for-the-future","Impressionism","figurative",303748,"basuki-abdullah"
303779,"ploughing-the-sawah","Realism","genre painting",303748,"basuki-abdullah"
303781,"portrait-of-a-dancer","Realism","portrait",303748,"basuki-abdullah"
303782,"portrait-of-raden-mas-soedibio-and-his-wife","Realism","portrait",303748,"basuki-abdullah"
303783,"potret-bagong-kusudiarja","Realism","portrait",303748,"basuki-abdullah"
303784,"potret-wanita","Realism","portrait",303748,"basuki-abdullah"
303785,"reclining-nude","Impressionism, Realism","nude painting (nu)",303748,"basuki-abdullah"
303786,"scenery","Impressionism","landscape",303748,"basuki-abdullah"
303787,"seascape","Realism","marina",303748,"basuki-abdullah"
303788,"si-cantik",,"portrait",303748,"basuki-abdullah"
303789,"the-flame-of-the-forest-flamboyant","Impressionism","landscape",303748,"basuki-abdullah"
303790,"the-fruit-market","Impressionism","genre painting",303748,"basuki-abdullah"
303791,"unknown-title","Realism","portrait",303748,"basuki-abdullah"
303792,"wanita-berkebaya-hijau","Realism","portrait",303748,"basuki-abdullah"
303793,"weaving","Realism","genre painting",303748,"basuki-abdullah"
388660,"lullaby-1909","Expressionism","genre painting",388659,"mher-abeghian"
388661,"noon-1956","Socialist Realism","genre painting",388659,"mher-abeghian"
388662,"still-life-with-old-armenian-pottery-1957","Expressionism","still life",388659,"mher-abeghian"
319365,"landscape-from-baia-mare-1937","Expressionism","landscape",319357,"petre-abrudan"
319361,"tough-winter-1938","Impressionism","genre painting",319357,"petre-abrudan"
319362,"light-1961","Expressionism","landscape",319357,"petre-abrudan"
319360,"flowers-1975","Expressionism","flower painting",319357,"petre-abrudan"
319364,"landscape-1976","Expressionism","landscape",319357,"petre-abrudan"
319359,"astonishment","Expressionism","genre painting",319357,"petre-abrudan"
319363,"red-eggs","Expressionism","still life",319357,"petre-abrudan"
319366,"tulcea-outskirts","Expressionism","landscape",319357,"petre-abrudan"
319368,"andscape-from-baia-mare-with-buffalos","Expressionism","animal painting",319357,"petre-abrudan"
331141,"disposition-1990","Neo-Minimalism","sculpture",330343,"absalon"
331133,"cell-1991","Neo-Minimalism","installation",330343,"absalon"
331135,"cell-no-2-1991","Neo-Minimalism","installation",330343,"absalon"
331140,"cellule-1991","Neo-Minimalism","installation",330343,"absalon"
331134,"cell-no-1-1992","Neo-Minimalism","installation",330343,"absalon"
331136,"cell-no-3-prototype-1992","Neo-Minimalism","installation",330343,"absalon"
331137,"cell-no-4-prototype-1992","Neo-Minimalism","installation",330343,"absalon"
331138,"cell-no-5-1992","Neo-Minimalism","installation",330343,"absalon"
331139,"cell-no-6-prototype-1992","Neo-Minimalism","installation",330343,"absalon"
319341,"negativo-positivo-1956","Art Informel","abstract",319333,"carla-accardi"
319342,"nero-1960","Art Informel","abstract",319333,"carla-accardi"
319344,"rettangolo-rosso-1960","Art Informel","abstract",319333,"carla-accardi"
319338,"blue-viola-1962","Art Informel","abstract",319333,"carla-accardi"
319350,"settori-1962","Art Informel","abstract",319333,"carla-accardi"
319336,"azzurro-turchese-1964","Art Informel","abstract",319333,"carla-accardi"
319340,"islam-1965","Art Informel","abstract",319333,"carla-accardi"
319349,"segni-rosa-1967","Art Informel","abstract",319333,"carla-accardi"
319346,"rosa-viola-bianco-1968","Art Informel","abstract",319333,"carla-accardi"
319339,"giallo-1969","Art Informel","abstract",319333,"carla-accardi"
319352,"verdeargento-1969","Art Informel","abstract",319333,"carla-accardi"
319353,"viola-rosso-1969","Art Informel","abstract",319333,"carla-accardi"
319345,"rosa-grigio-grande-1973","Art Informel","abstract",319333,"carla-accardi"
319348,"rosso-scuro-1974","Art Informel","abstract",319333,"carla-accardi"
319351,"trasparente-1977","Art Informel","abstract",319333,"carla-accardi"
319343,"quattro-trapezi-azzurri-1978","Art Informel","abstract",319333,"carla-accardi"
319335,"apparenti-tinte-1990","Art Informel","abstract",319333,"carla-accardi"
319337,"blu-2000","Art Informel","abstract",319333,"carla-accardi"
319347,"rosso-2000","Art Informel","abstract",319333,"carla-accardi"
337608,"following-piece-1969","Conceptual Art","figurative",337464,"vito-acconci"
337610,"nov-22-1969-city-series-1969","Conceptual Art","figurative",337464,"vito-acconci"
337612,"room-situation-1970","Conceptual Art","figurative",337464,"vito-acconci"
337607,"corrections-1972","Conceptual Art","figurative",337464,"vito-acconci"
337609,"notes-on-movement-ii-body-as-place-1972","Conceptual Art","figurative",337464,"vito-acconci"
337613,"seedbed-1972","Conceptual Art","performance",337464,"vito-acconci"
337615,"theme-song-1973","Conceptual Art","photo",337464,"vito-acconci"
337614,"stones-for-a-wall-4-1977","Conceptual Art","figurative",337464,"vito-acconci"
337611,"peeling-house-1981","Conceptual Art","installation",337464,"vito-acconci"
337606,"adjustable-wall-bra-1991","Conceptual Art","installation",337464,"vito-acconci"
326824,"seven-figures-in-a-landscape-1950","Cubism","figurative",326772,"paul-ackerman"
326825,"personnages-cubistes-1950","Cubism","figurative",326772,"paul-ackerman"
326829,"rembrant-devisant-avec-son-ami-le-rabbin-le-soir-dans-son-atelier-1964","Expressionism","genre painting",326772,"paul-ackerman"
326831,"the-artist-and-his-model-1965","Cubism, Expressionism","genre painting",326772,"paul-ackerman"
326826,"le-chevalier","Cubism","figurative",326772,"paul-ackerman"
326827,"la-crucifixion","Expressionism","religious painting",326772,"paul-ackerman"
326828,"paysage-de-montagne","Cubism, Expressionism","landscape",326772,"paul-ackerman"
326830,"les-roseaux","Expressionism","landscape",326772,"paul-ackerman"
324661,"little-utah-1971","Contemporary Realism","landscape",324651,"norman-ackroyd"
324653,"1st-millbank-print-1972","Contemporary Realism","abstract",324651,"norman-ackroyd"
324663,"millbank-black-version-1972","Contemporary Realism","abstract",324651,"norman-ackroyd"
324659,"gentle-rainstorm-1974","Contemporary Realism","abstract",324651,"norman-ackroyd"
324658,"flowers-at-a-window-1975","Contemporary Realism","flower painting",324651,"norman-ackroyd"
324666,"the-avenue-at-avington-1982","Contemporary Realism","landscape",324651,"norman-ackroyd"
324667,"trees-and-rain-kingston-lisle-1982","Contemporary Realism","landscape",324651,"norman-ackroyd"
324662,"midsummer-morning-charleston-1989","Contemporary Realism","landscape",324651,"norman-ackroyd"
324656,"cormorant-1994","Contemporary Realism","cityscape",324651,"norman-ackroyd"
324655,"cartmel-fell-1996","Contemporary Realism","landscape",324651,"norman-ackroyd"
324657,"evening-snow-coniston-1999","Contemporary Realism","landscape",324651,"norman-ackroyd"
324654,"burnham-overy-staithe-2004","Contemporary Realism","cloudscape",324651,"norman-ackroyd"
324660,"holkham-beach-at-sunset-2005","Contemporary Realism","landscape",324651,"norman-ackroyd"
324664,"overy-marshes-2006","Contemporary Realism","landscape",324651,"norman-ackroyd"
324665,"stac-an-armin-evening-2010","Contemporary Realism","landscape",324651,"norman-ackroyd"
358721,"study-of-sunlight","Contemporary Realism","landscape",324651,"norman-ackroyd"
310085,"uovo-rotto-coll-1963","Pop Art","figurative",310069,"valerio-adami"
310083,"spettacolo-all-aperto-1967","Pop Art","figurative",310069,"valerio-adami"
310079,"hotel-chelsea-bathroom-1968","Pop Art","interior",310069,"valerio-adami"
310080,"interior-1968","Pop Art","interior",310069,"valerio-adami"
310081,"interno-con-piano-forte-1968","Pop Art","interior",310069,"valerio-adami"
310077,"figura-con-valigia-1969","Pop Art","figurative",310069,"valerio-adami"
310084,"the-moon-s-kiss-1979","Pop Art","symbolic painting",310069,"valerio-adami"
310071,"self-portrait-1983","Pop Art","self-portrait",310069,"valerio-adami"
310072,"a-midsummer-night-s-dream-1983","Pop Art","literary painting",310069,"valerio-adami"
310075,"capriccio-1983","Pop Art","symbolic painting",310069,"valerio-adami"
310073,"ascensione-1984","Pop Art","symbolic painting",310069,"valerio-adami"
310074,"blue-danube-1984","Pop Art","symbolic painting",310069,"valerio-adami"
310076,"early-morning-1984","Pop Art","symbolic painting",310069,"valerio-adami"
